symbol,exchange,date,period,strike,out-of-the-money-pcent,call/put,iv,delta,moneyness,normalizediv,matyears
SPX,CBOE,42399,120,4190.931,30,C,0.108206,0.000013,1.3,0.108206,0.328767123
SPX,CBOE,42399,120,2256.655,30,P,0.320267,-0.02097,0.7,0.320267,0.328767123
SPX,CBOE,42399,120,4352.121,35,C,0.108206,0.000001,1.35,0.108206,0.328767123
SPX,CBOE,42399,120,2095.465,35,P,0.35264,-0.012821,0.65,0.35264,0.328767123
SPX,CBOE,42399,120,4513.31,40,C,0.108206,0,1.4,0.108206,0.328767123
SPX,CBOE,42399,120,1934.276,40,P,0.388158,-0.008054,0.6,0.388158,0.328767123
SPX,CBOE,42399,120,4674.5,45,C,0.108206,0,1.45,0.108206,0.328767123
SPX,CBOE,42399,120,1773.086,45,P,0.427767,-0.005233,0.55,0.427767,0.328767123
SPX,CBOE,42399,120,4835.689,50,C,0.108206,0,1.5,0.108206,0.328767123
SPX,CBOE,42399,120,1611.896,50,P,0.468213,-0.003303,0.5,0.468213,0.328767123
SPX,CBOE,42399,120,4996.879,55,C,0.108206,0,1.55,0.108206,0.328767123
SPX,CBOE,42399,120,1450.707,55,P,0.510497,-0.002024,0.45,0.510497,0.328767123
SPX,CBOE,42399,120,5158.069,60,C,0.108206,0,1.6,0.108206,0.328767123
SPX,CBOE,42399,120,1289.517,60,P,0.526613,-0.000722,0.4,0.526613,0.328767123
SPX,CBOE,42399,150,3224.372,0,C,0.152506,0.519494,1,0.076253,0.410958904
SPX,CBOE,42399,150,3224.372,0,P,0.153972,-0.480319,1,0.076986,0.410958904
SPX,CBOE,42399,150,3385.59,5,C,0.123083,0.28133,1.05,0.123083,0.410958904
SPX,CBOE,42399,150,3063.153,5,P,0.183202,-0.310134,0.95,0.183202,0.410958904
SPX,CBOE,42399,150,3546.809,10,C,0.1074,0.088526,1.1,0.1074,0.410958904
SPX,CBOE,42399,150,2901.934,10,P,0.208642,-0.196384,0.9,0.208642,0.410958904
SPX,CBOE,42399,150,3708.027,15,C,0.106541,0.022101,1.15,0.106541,0.410958904
SPX,CBOE,42399,150,2740.716,15,P,0.232449,-0.121982,0.85,0.232449,0.410958904
SPX,CBOE,42399,150,3869.246,20,C,0.108375,0.004805,1.2,0.108375,0.410958904
SPX,CBOE,42399,150,2579.497,20,P,0.255456,-0.074302,0.8,0.255456,0.410958904
SPX,CBOE,42399,150,4030.464,25,C,0.108375,0.000744,1.25,0.108375,0.410958904
SPX,CBOE,42399,150,2418.279,25,P,0.278416,-0.044465,0.75,0.278416,0.410958904
SPX,CBOE,42399,150,4191.683,30,C,0.108375,0.000091,1.3,0.108375,0.410958904
SPX,CBOE,42399,150,2257.06,30,P,0.30312,-0.026638,0.7,0.30312,0.410958904
SPX,CBOE,42399,150,4352.902,35,C,0.108375,0.000009,1.35,0.108375,0.410958904
SPX,CBOE,42399,150,2095.842,35,P,0.330191,-0.016138,0.65,0.330191,0.410958904
SPX,CBOE,42399,150,4514.12,40,C,0.108375,0.000001,1.4,0.108375,0.410958904
SPX,CBOE,42399,150,1934.623,40,P,0.359226,-0.009814,0.6,0.359226,0.410958904
SPX,CBOE,42399,150,4675.339,45,C,0.108375,0,1.45,0.108375,0.410958904
SPX,CBOE,42399,150,1773.404,45,P,0.392858,-0.006214,0.55,0.392858,0.410958904
SPX,CBOE,42399,150,4836.558,50,C,0.108375,0,1.5,0.108375,0.410958904
SPX,CBOE,42399,150,1612.186,50,P,0.428785,-0.003917,0.5,0.428785,0.410958904
SPX,CBOE,42399,150,4997.776,55,C,0.108375,0,1.55,0.108375,0.410958904
SPX,CBOE,42399,150,1450.967,55,P,0.466718,-0.002413,0.45,0.466718,0.410958904
SPX,CBOE,42399,150,5158.995,60,C,0.108375,0,1.6,0.108375,0.410958904
SPX,CBOE,42399,150,1289.749,60,P,0.506249,-0.001415,0.4,0.506249,0.410958904
SPX,CBOE,42399,180,3224.349,0,C,0.153582,0.521503,1,0.076791,0.493150685
SPX,CBOE,42399,180,3224.349,0,P,0.154732,-0.478336,1,0.077366,0.493150685
SPX,CBOE,42399,180,3385.566,5,C,0.127528,0.30853,1.05,0.127528,0.493150685
SPX,CBOE,42399,180,3063.131,5,P,0.181036,-0.320239,0.95,0.181036,0.493150685
SPX,CBOE,42399,180,3546.784,10,C,0.111943,0.120376,1.1,0.111943,0.493150685
SPX,CBOE,42399,180,2901.914,10,P,0.205642,-0.211337,0.9,0.205642,0.493150685
SPX,CBOE,42399,180,3708.001,15,C,0.105219,0.031831,1.15,0.105219,0.493150685
SPX,CBOE,42399,180,2740.697,15,P,0.228486,-0.137175,0.85,0.228486,0.493150685
SPX,CBOE,42399,180,3869.219,20,C,0.106878,0.008386,1.2,0.106878,0.493150685
SPX,CBOE,42399,180,2579.479,20,P,0.248526,-0.085996,0.8,0.248526,0.493150685
SPX,CBOE,42399,180,4030.436,25,C,0.107315,0.001732,1.25,0.107315,0.493150685
SPX,CBOE,42399,180,2418.261,25,P,0.268537,-0.052636,0.75,0.268537,0.493150685
SPX,CBOE,42399,180,4191.653,30,C,0.107315,0.000287,1.3,0.107315,0.493150685
SPX,CBOE,42399,180,2257.044,30,P,0.290536,-0.032144,0.7,0.290536,0.493150685
SPX,CBOE,42399,180,4352.871,35,C,0.107315,0.00004,1.35,0.107315,0.493150685
SPX,CBOE,42399,180,2095.826,35,P,0.313061,-0.019254,0.65,0.313061,0.493150685
SPX,CBOE,42399,180,4514.088,40,C,0.107315,0.000005,1.4,0.107315,0.493150685
SPX,CBOE,42399,180,1934.609,40,P,0.338794,-0.011725,0.6,0.338794,0.493150685
SPX,CBOE,42399,180,4675.306,45,C,0.107315,0,1.45,0.107315,0.493150685
SPX,CBOE,42399,180,1773.392,45,P,0.367057,-0.007179,0.55,0.367057,0.493150685
SPX,CBOE,42399,180,4836.523,50,C,0.107315,0,1.5,0.107315,0.493150685
SPX,CBOE,42399,180,1612.174,50,P,0.401765,-0.004691,0.5,0.401765,0.493150685
SPX,CBOE,42399,180,4997.74,55,C,0.107315,0,1.55,0.107315,0.493150685
SPX,CBOE,42399,180,1450.957,55,P,0.438793,-0.003021,0.45,0.438793,0.493150685
SPX,CBOE,42399,180,5158.958,60,C,0.107315,0,1.6,0.107315,0.493150685
SPX,CBOE,42399,180,1289.739,60,P,0.455765,-0.001252,0.4,0.455765,0.493150685
SPX,CBOE,42399,360,3228.613,0,C,0.155027,0.530681,1,0.0775135,0.98630137
SPX,CBOE,42399,360,3228.613,0,P,0.161747,-0.467992,1,0.0808735,0.98630137
SPX,CBOE,42399,360,3390.043,5,C,0.136081,0.38459,1.05,0.136081,0.98630137
SPX,CBOE,42399,360,3067.182,5,P,0.179845,-0.353278,0.95,0.179845,0.98630137
SPX,CBOE,42399,360,3551.474,10,C,0.119147,0.227739,1.1,0.119147,0.98630137
SPX,CBOE,42399,360,2905.751,10,P,0.196343,-0.261794,0.9,0.196343,0.98630137
SPX,CBOE,42399,360,3712.905,15,C,0.109162,0.108421,1.15,0.109162,0.98630137
SPX,CBOE,42399,360,2744.321,15,P,0.21185,-0.190067,0.85,0.21185,0.98630137
SPX,CBOE,42399,360,3874.335,20,C,0.105947,0.046462,1.2,0.105947,0.98630137
SPX,CBOE,42399,360,2582.89,20,P,0.226482,-0.134679,0.8,0.226482,0.98630137
SPX,CBOE,42399,360,4035.766,25,C,0.106044,0.019407,1.25,0.106044,0.98630137
SPX,CBOE,42399,360,2421.459,25,P,0.239752,-0.092209,0.75,0.239752,0.98630137
SPX,CBOE,42399,360,4197.196,30,C,0.107115,0.007908,1.3,0.107115,0.98630137
SPX,CBOE,42399,360,2260.029,30,P,0.253464,-0.061439,0.7,0.253464,0.98630137
SPX,CBOE,42399,360,4358.627,35,C,0.107391,0.002886,1.35,0.107391,0.98630137
SPX,CBOE,42399,360,2098.598,35,P,0.267771,-0.039812,0.65,0.267771,0.98630137
SPX,CBOE,42399,360,4520.058,40,C,0.107391,0.000963,1.4,0.107391,0.98630137
SPX,CBOE,42399,360,1937.168,40,P,0.283855,-0.02541,0.6,0.283855,0.98630137
SPX,CBOE,42399,360,4681.489,45,C,0.107391,0.000301,1.45,0.107391,0.98630137
SPX,CBOE,42399,360,1775.737,45,P,0.301693,-0.015971,0.55,0.301693,0.98630137
SPX,CBOE,42399,360,4842.919,50,C,0.107391,0.000089,1.5,0.107391,0.98630137
SPX,CBOE,42399,360,1614.306,50,P,0.32137,-0.009867,0.5,0.32137,0.98630137
SPX,CBOE,42399,360,5004.35,55,C,0.107391,0.000025,1.55,0.107391,0.98630137
SPX,CBOE,42399,360,1452.876,55,P,0.344584,-0.006132,0.45,0.344584,0.98630137
SPX,CBOE,42399,360,5165.781,60,C,0.107391,0.000007,1.6,0.107391,0.98630137
SPX,CBOE,42399,360,1291.445,60,P,0.373167,-0.003933,0.4,0.373167,0.98630137
SPX,CBOE,42399,720,3227.656,0,C,0.158393,0.544283,1,0.0791965,1.97260274
SPX,CBOE,42399,720,3227.656,0,P,0.170908,-0.452234,1,0.085454,1.97260274
SPX,CBOE,42399,720,3389.038,5,C,0.147531,0.447547,1.05,0.147531,1.97260274
SPX,CBOE,42399,720,3066.273,5,P,0.181644,-0.371223,0.95,0.181644,1.97260274
SPX,CBOE,42399,720,3550.421,10,C,0.136961,0.344838,1.1,0.136961,1.97260274
SPX,CBOE,42399,720,2904.89,10,P,0.191713,-0.29947,0.9,0.191713,1.97260274
SPX,CBOE,42399,720,3711.804,15,C,0.127746,0.24533,1.15,0.127746,1.97260274
SPX,CBOE,42399,720,2743.507,15,P,0.20197,-0.237379,0.85,0.20197,1.97260274
SPX,CBOE,42399,720,3873.187,20,C,0.120873,0.161313,1.2,0.120873,1.97260274
SPX,CBOE,42399,720,2582.125,20,P,0.211786,-0.18435,0.8,0.211786,1.97260274
SPX,CBOE,42399,720,4034.569,25,C,0.116749,0.100473,1.25,0.116749,1.97260274
SPX,CBOE,42399,720,2420.742,25,P,0.221234,-0.139801,0.75,0.221234,1.97260274
SPX,CBOE,42399,720,4195.952,30,C,0.11526,0.061808,1.3,0.11526,1.97260274
SPX,CBOE,42399,720,2259.359,30,P,0.230558,-0.103227,0.7,0.230558,1.97260274
SPX,CBOE,42399,720,4357.335,35,C,0.115281,0.038151,1.35,0.115281,1.97260274
SPX,CBOE,42399,720,2097.976,35,P,0.239838,-0.07391,0.65,0.239838,1.97260274
SPX,CBOE,42399,720,4518.718,40,C,0.116925,0.024603,1.4,0.116925,1.97260274
SPX,CBOE,42399,720,1936.593,40,P,0.249937,-0.051475,0.6,0.249937,1.97260274
SPX,CBOE,42399,720,4680.101,45,C,0.119489,0.01658,1.45,0.119489,1.97260274
SPX,CBOE,42399,720,1775.211,45,P,0.261875,-0.0352,0.55,0.261875,1.97260274
SPX,CBOE,42399,720,4841.483,50,C,0.121776,0.011152,1.5,0.121776,1.97260274
SPX,CBOE,42399,720,1613.828,50,P,0.274675,-0.023316,0.5,0.274675,1.97260274
SPX,CBOE,42399,720,5002.866,55,C,0.121776,0.006627,1.55,0.121776,1.97260274
SPX,CBOE,42399,720,1452.445,55,P,0.288828,-0.014956,0.45,0.288828,1.97260274
SPX,CBOE,42399,720,5164.249,60,C,0.121776,0.003878,1.6,0.121776,1.97260274
SPX,CBOE,42399,720,1291.062,60,P,0.30459,-0.009242,0.4,0.30459,1.97260274
SPX,CBOE,42399,1080,3228.295,0,C,0.161431,0.555213,1,0.0807155,2.95890411
SPX,CBOE,42399,1080,3228.295,0,P,0.17776,-0.439244,1,0.08888,2.95890411
SPX,CBOE,42399,1080,3389.709,5,C,0.153952,0.479332,1.05,0.153952,2.95890411
SPX,CBOE,42399,1080,3066.88,5,P,0.185437,-0.374373,0.95,0.185437,2.95890411
SPX,CBOE,42399,1080,3551.125,10,C,0.146131,0.399947,1.1,0.146131,2.95890411
SPX,CBOE,42399,1080,2905.465,10,P,0.193239,-0.314488,0.9,0.193239,2.95890411
SPX,CBOE,42399,1080,3712.539,15,C,0.139095,0.321143,1.15,0.139095,2.95890411
SPX,CBOE,42399,1080,2744.051,15,P,0.201702,-0.260472,0.85,0.201702,2.95890411
SPX,CBOE,42399,1080,3873.954,20,C,0.132534,0.246437,1.2,0.132534,2.95890411
SPX,CBOE,42399,1080,2582.636,20,P,0.209115,-0.211797,0.8,0.209115,2.95890411
SPX,CBOE,42399,1080,4035.369,25,C,0.127417,0.181803,1.25,0.127417,2.95890411
SPX,CBOE,42399,1080,2421.221,25,P,0.216531,-0.168879,0.75,0.216531,2.95890411
SPX,CBOE,42399,1080,4196.783,30,C,0.123678,0.1299,1.3,0.123678,2.95890411
SPX,CBOE,42399,1080,2259.806,30,P,0.225027,-0.132427,0.7,0.225027,2.95890411
SPX,CBOE,42399,1080,4358.198,35,C,0.121373,0.091259,1.35,0.121373,2.95890411
SPX,CBOE,42399,1080,2098.392,35,P,0.231703,-0.100251,0.65,0.231703,2.95890411
SPX,CBOE,42399,1080,4519.613,40,C,0.120327,0.063988,1.4,0.120327,2.95890411
SPX,CBOE,42399,1080,1936.977,40,P,0.239975,-0.074386,0.6,0.239975,2.95890411
SPX,CBOE,42399,1080,4681.028,45,C,0.121298,0.046824,1.45,0.121298,2.95890411
SPX,CBOE,42399,1080,1775.562,45,P,0.248309,-0.053347,0.55,0.248309,2.95890411
SPX,CBOE,42399,1080,4842.442,50,C,0.121298,0.032962,1.5,0.121298,2.95890411
SPX,CBOE,42399,1080,1614.147,50,P,0.259098,-0.037695,0.5,0.259098,2.95890411
SPX,CBOE,42399,1080,5003.857,55,C,0.121298,0.022962,1.55,0.121298,2.95890411
SPX,CBOE,42399,1080,1452.733,55,P,0.26976,-0.02542,0.45,0.26976,2.95890411
SPX,CBOE,42399,1080,5165.272,60,C,0.121298,0.015847,1.6,0.121298,2.95890411
SPX,CBOE,42399,1080,1291.318,60,P,0.283207,-0.016815,0.4,0.283207,2.95890411
SPX,CBOE,42398,30,3290.066,0,C,0.13215,0.507557,1,0.066075,0.082191781
SPX,CBOE,42398,30,3290.066,0,P,0.130991,-0.49251,1,0.0654955,0.082191781
SPX,CBOE,42398,30,3454.57,5,C,0.09002,0.030217,1.05,0.09002,0.082191781
SPX,CBOE,42398,30,3125.563,5,P,0.183618,-0.158484,0.95,0.183618,0.082191781
SPX,CBOE,42398,30,3619.073,10,C,0.093727,0.000205,1.1,0.093727,0.082191781
SPX,CBOE,42398,30,2961.06,10,P,0.224491,-0.047535,0.9,0.224491,0.082191781
SPX,CBOE,42398,30,2796.557,15,P,0.270872,-0.016519,0.85,0.270872,0.082191781
SPX,CBOE,42398,30,2632.053,20,P,0.323877,-0.00715,0.8,0.323877,0.082191781
SPX,CBOE,42398,30,2467.55,25,P,0.380582,-0.00356,0.75,0.380582,0.082191781
SPX,CBOE,42398,30,2303.046,30,P,0.443968,-0.002079,0.7,0.443968,0.082191781
SPX,CBOE,42398,30,2138.543,35,P,0.483706,-0.000747,0.65,0.483706,0.082191781
SPX,CBOE,42398,30,1974.04,40,P,0.492879,-0.000114,0.6,0.492879,0.082191781
SPX,CBOE,42398,60,3290.351,0,C,0.13515,0.510929,1,0.067575,0.164383562
SPX,CBOE,42398,60,3290.351,0,P,0.134524,-0.489122,1,0.067262,0.164383562
SPX,CBOE,42398,60,3454.869,5,C,0.097096,0.111291,1.05,0.097096,0.164383562
SPX,CBOE,42398,60,3125.834,5,P,0.176627,-0.226003,0.95,0.176627,0.164383562
SPX,CBOE,42398,60,3619.386,10,C,0.099561,0.009617,1.1,0.099561,0.164383562
SPX,CBOE,42398,60,2961.316,10,P,0.21192,-0.102184,0.9,0.21192,0.164383562
SPX,CBOE,42398,60,3783.904,15,C,0.099839,0.000299,1.15,0.099839,0.164383562
SPX,CBOE,42398,60,2796.799,15,P,0.245099,-0.045982,0.85,0.245099,0.164383562
SPX,CBOE,42398,60,3948.422,20,C,0.099839,0.000004,1.2,0.099839,0.164383562
SPX,CBOE,42398,60,2632.281,20,P,0.281703,-0.022172,0.8,0.281703,0.164383562
SPX,CBOE,42398,60,2467.763,25,P,0.322394,-0.011718,0.75,0.322394,0.164383562
SPX,CBOE,42398,60,2303.246,30,P,0.366386,-0.006655,0.7,0.366386,0.164383562
SPX,CBOE,42398,60,2138.728,35,P,0.412136,-0.003889,0.65,0.412136,0.164383562
SPX,CBOE,42398,60,1974.211,40,P,0.459214,-0.002279,0.6,0.459214,0.164383562
SPX,CBOE,42398,60,1809.693,45,P,0.503929,-0.00123,0.55,0.503929,0.164383562
SPX,CBOE,42398,60,1645.176,50,P,0.515701,-0.000314,0.5,0.515701,0.164383562
SPX,CBOE,42398,60,1480.658,55,P,0.515701,-0.000044,0.45,0.515701,0.164383562
SPX,CBOE,42398,90,3290.43,0,C,0.138537,0.513719,1,0.0692685,0.246575342
SPX,CBOE,42398,90,3290.43,0,P,0.134604,-0.48667,1,0.067302,0.246575342
SPX,CBOE,42398,90,3454.952,5,C,0.103774,0.178511,1.05,0.103774,0.246575342
SPX,CBOE,42398,90,3125.909,5,P,0.171525,-0.259525,0.95,0.171525,0.246575342
SPX,CBOE,42398,90,3619.474,10,C,0.097983,0.026521,1.1,0.097983,0.246575342
SPX,CBOE,42398,90,2961.387,10,P,0.203559,-0.137222,0.9,0.203559,0.246575342
SPX,CBOE,42398,90,3783.995,15,C,0.101728,0.003058,1.15,0.101728,0.246575342
SPX,CBOE,42398,90,2796.866,15,P,0.232183,-0.071153,0.85,0.232183,0.246575342
SPX,CBOE,42398,90,3948.517,20,C,0.101728,0.000169,1.2,0.101728,0.246575342
SPX,CBOE,42398,90,2632.344,20,P,0.260975,-0.036992,0.8,0.260975,0.246575342
SPX,CBOE,42398,90,4113.038,25,C,0.101728,0.000006,1.25,0.101728,0.246575342
SPX,CBOE,42398,90,2467.823,25,P,0.294017,-0.020504,0.75,0.294017,0.246575342
SPX,CBOE,42398,90,2303.301,30,P,0.330355,-0.012026,0.7,0.330355,0.246575342
SPX,CBOE,42398,90,2138.78,35,P,0.369509,-0.007353,0.65,0.369509,0.246575342
SPX,CBOE,42398,90,1974.258,40,P,0.410656,-0.004567,0.6,0.410656,0.246575342
SPX,CBOE,42398,90,1809.737,45,P,0.452567,-0.00278,0.55,0.452567,0.246575342
SPX,CBOE,42398,90,1645.215,50,P,0.490908,-0.001512,0.5,0.490908,0.246575342
SPX,CBOE,42398,90,1480.694,55,P,0.501539,-0.000433,0.45,0.501539,0.246575342
SPX,CBOE,42398,90,1316.172,60,P,0.501539,-0.000071,0.4,0.501539,0.246575342
SPX,CBOE,42398,120,3290.332,0,C,0.137154,0.515626,1,0.068577,0.328767123
SPX,CBOE,42398,120,3290.332,0,P,0.136149,-0.484489,1,0.0680745,0.328767123
SPX,CBOE,42398,120,3454.849,5,C,0.107714,0.223843,1.05,0.107714,0.328767123
SPX,CBOE,42398,120,3125.816,5,P,0.168597,-0.281356,0.95,0.168597,0.328767123
SPX,CBOE,42398,120,3619.365,10,C,0.097823,0.047323,1.1,0.097823,0.328767123
SPX,CBOE,42398,120,2961.299,10,P,0.197954,-0.162334,0.9,0.197954,0.328767123
SPX,CBOE,42398,120,3783.882,15,C,0.102259,0.009273,1.15,0.102259,0.328767123
SPX,CBOE,42398,120,2796.782,15,P,0.224115,-0.091945,0.85,0.224115,0.328767123
SPX,CBOE,42398,120,3948.399,20,C,0.102944,0.001109,1.2,0.102944,0.328767123
SPX,CBOE,42398,120,2632.266,20,P,0.248748,-0.050946,0.8,0.248748,0.328767123
SPX,CBOE,42398,120,4112.916,25,C,0.102944,0.000088,1.25,0.102944,0.328767123
SPX,CBOE,42398,120,2467.749,25,P,0.274772,-0.028411,0.75,0.274772,0.328767123
SPX,CBOE,42398,120,4277.432,30,C,0.102944,0.000005,1.3,0.102944,0.328767123
SPX,CBOE,42398,120,2303.233,30,P,0.304295,-0.016527,0.7,0.304295,0.328767123
SPX,CBOE,42398,120,4441.949,35,C,0.102944,0,1.35,0.102944,0.328767123
SPX,CBOE,42398,120,2138.716,35,P,0.336345,-0.009901,0.65,0.336345,0.328767123
SPX,CBOE,42398,120,4606.465,40,C,0.102944,0,1.4,0.102944,0.328767123
SPX,CBOE,42398,120,1974.199,40,P,0.370721,-0.006047,0.6,0.370721,0.328767123
SPX,CBOE,42398,120,4770.982,45,C,0.102944,0,1.45,0.102944,0.328767123
SPX,CBOE,42398,120,1809.683,45,P,0.406741,-0.003681,0.55,0.406741,0.328767123
SPX,CBOE,42398,120,4935.499,50,C,0.102944,0,1.5,0.102944,0.328767123
SPX,CBOE,42398,120,1645.166,50,P,0.443188,-0.002154,0.5,0.443188,0.328767123
SPX,CBOE,42398,120,5100.015,55,C,0.102944,0,1.55,0.102944,0.328767123
SPX,CBOE,42398,120,1480.65,55,P,0.476115,-0.001101,0.45,0.476115,0.328767123
SPX,CBOE,42398,120,5264.532,60,C,0.102944,0,1.6,0.102944,0.328767123
SPX,CBOE,42398,120,1316.133,60,P,0.476115,-0.000239,0.4,0.476115,0.328767123
SPX,CBOE,42398,150,3289.673,0,C,0.13938,0.517817,1,0.06969,0.410958904
SPX,CBOE,42398,150,3289.673,0,P,0.137905,-0.482371,1,0.0689525,0.410958904
SPX,CBOE,42398,150,3454.156,5,C,0.111871,0.259637,1.05,0.111871,0.410958904
SPX,CBOE,42398,150,3125.189,5,P,0.167413,-0.297502,0.95,0.167413,0.410958904
SPX,CBOE,42398,150,3618.64,10,C,0.099521,0.071868,1.1,0.099521,0.410958904
SPX,CBOE,42398,150,2960.706,10,P,0.194599,-0.182216,0.9,0.194599,0.410958904
SPX,CBOE,42398,150,3783.124,15,C,0.100728,0.016499,1.15,0.100728,0.410958904
SPX,CBOE,42398,150,2796.222,15,P,0.219023,-0.109783,0.85,0.219023,0.410958904
SPX,CBOE,42398,150,3947.608,20,C,0.101023,0.002694,1.2,0.101023,0.410958904
SPX,CBOE,42398,150,2631.739,20,P,0.241665,-0.064529,0.8,0.241665,0.410958904
