symbol,exchange,date,period,strike,out-of-the-money-pcent,call/put,iv,delta,moneyness,normalizediv,matyears
SPX,CBOE,42398,90,3290.43,0,C,0.138537,0.513719,1,0.0692685,0.246575342
SPX,CBOE,42398,90,3290.43,0,P,0.134604,-0.48667,1,0.067302,0.246575342
SPX,CBOE,42398,90,3454.952,5,C,0.103774,0.178511,1.05,0.103774,0.246575342
SPX,CBOE,42398,90,3125.909,5,P,0.171525,-0.259525,0.95,0.171525,0.246575342
SPX,CBOE,42398,90,3619.474,10,C,0.097983,0.026521,1.1,0.097983,0.246575342
SPX,CBOE,42398,90,2961.387,10,P,0.203559,-0.137222,0.9,0.203559,0.246575342
SPX,CBOE,42398,90,3783.995,15,C,0.101728,0.003058,1.15,0.101728,0.246575342
SPX,CBOE,42398,90,2796.866,15,P,0.232183,-0.071153,0.85,0.232183,0.246575342
SPX,CBOE,42398,90,3948.517,20,C,0.101728,0.000169,1.2,0.101728,0.246575342
SPX,CBOE,42398,90,2632.344,20,P,0.260975,-0.036992,0.8,0.260975,0.246575342
SPX,CBOE,42398,120,3290.332,0,C,0.137154,0.515626,1,0.068577,0.328767123
SPX,CBOE,42398,120,3290.332,0,P,0.136149,-0.484489,1,0.0680745,0.328767123
SPX,CBOE,42398,120,3454.849,5,C,0.107714,0.223843,1.05,0.107714,0.328767123
SPX,CBOE,42398,120,3125.816,5,P,0.168597,-0.281356,0.95,0.168597,0.328767123
SPX,CBOE,42398,120,3619.365,10,C,0.097823,0.047323,1.1,0.097823,0.328767123
SPX,CBOE,42398,120,2961.299,10,P,0.197954,-0.162334,0.9,0.197954,0.328767123
SPX,CBOE,42398,120,3783.882,15,C,0.102259,0.009273,1.15,0.102259,0.328767123
SPX,CBOE,42398,120,2796.782,15,P,0.224115,-0.091945,0.85,0.224115,0.328767123
SPX,CBOE,42398,120,3948.399,20,C,0.102944,0.001109,1.2,0.102944,0.328767123
SPX,CBOE,42398,120,2632.266,20,P,0.248748,-0.050946,0.8,0.248748,0.328767123
SPX,CBOE,42397,30,3272.822,0,C,0.141259,0.508077,1,0.0706295,0.082191781
SPX,CBOE,42397,30,3272.822,0,P,0.145333,-0.49169,1,0.0726665,0.082191781
SPX,CBOE,42397,30,3436.463,5,C,0.094902,0.037567,1.05,0.094902,0.082191781
SPX,CBOE,42397,30,3109.181,5,P,0.195391,-0.172666,0.95,0.195391,0.082191781
SPX,CBOE,42397,30,3600.104,10,C,0.096532,0.000302,1.1,0.096532,0.082191781
SPX,CBOE,42397,30,2945.54,10,P,0.236314,-0.056027,0.9,0.236314,0.082191781
SPX,CBOE,42397,30,3763.745,15,C,0.096532,0,1.15,0.096532,0.082191781
SPX,CBOE,42397,30,2781.899,15,P,0.279425,-0.019283,0.85,0.279425,0.082191781
SPX,CBOE,42397,30,3927.386,20,C,0.096532,0,1.2,0.096532,0.082191781
SPX,CBOE,42397,30,2618.258,20,P,0.328347,-0.007813,0.8,0.328347,0.082191781
SPX,CBOE,42397,60,3273.138,0,C,0.141391,0.511433,1,0.0706955,0.164383562
SPX,CBOE,42397,60,3273.138,0,P,0.144061,-0.488351,1,0.0720305,0.164383562
SPX,CBOE,42397,60,3436.795,5,C,0.103257,0.12621,1.05,0.103257,0.164383562
SPX,CBOE,42397,60,3109.481,5,P,0.184339,-0.234635,0.95,0.184339,0.164383562
SPX,CBOE,42397,60,3600.452,10,C,0.101604,0.010922,1.1,0.101604,0.164383562
SPX,CBOE,42397,60,2945.824,10,P,0.218809,-0.108976,0.9,0.218809,0.164383562
SPX,CBOE,42397,60,3764.109,15,C,0.102152,0.000399,1.15,0.102152,0.164383562
SPX,CBOE,42397,60,2782.167,15,P,0.250748,-0.04953,0.85,0.250748,0.164383562
SPX,CBOE,42397,60,3927.766,20,C,0.102152,0.000006,1.2,0.102152,0.164383562
SPX,CBOE,42397,60,2618.51,20,P,0.2858,-0.023647,0.8,0.2858,0.164383562
SPX,CBOE,42397,90,3273.159,0,C,0.142589,0.514121,1,0.0712945,0.246575342
SPX,CBOE,42397,90,3273.159,0,P,0.141643,-0.485973,1,0.0708215,0.246575342
SPX,CBOE,42397,90,3436.816,5,C,0.1081,0.188864,1.05,0.1081,0.246575342
SPX,CBOE,42397,90,3109.501,5,P,0.177305,-0.265456,0.95,0.177305,0.246575342
SPX,CBOE,42397,90,3600.475,10,C,0.099159,0.027999,1.1,0.099159,0.246575342
SPX,CBOE,42397,90,2945.843,10,P,0.208534,-0.142478,0.9,0.208534,0.246575342
SPX,CBOE,42397,90,3764.132,15,C,0.103377,0.003499,1.15,0.103377,0.246575342
SPX,CBOE,42397,90,2782.185,15,P,0.236582,-0.074632,0.85,0.236582,0.246575342
SPX,CBOE,42397,90,3927.791,20,C,0.103377,0.000211,1.2,0.103377,0.246575342
SPX,CBOE,42397,90,2618.527,20,P,0.264445,-0.038784,0.8,0.264445,0.246575342
SPX,CBOE,42397,120,3273.083,0,C,0.141188,0.516144,1,0.070594,0.328767123
SPX,CBOE,42397,120,3273.083,0,P,0.142499,-0.483706,1,0.0712495,0.328767123
SPX,CBOE,42397,120,3436.737,5,C,0.111434,0.232189,1.05,0.111434,0.328767123
SPX,CBOE,42397,120,3109.428,5,P,0.17413,-0.286493,0.95,0.17413,0.328767123
SPX,CBOE,42397,120,3600.391,10,C,0.099381,0.050077,1.1,0.099381,0.328767123
SPX,CBOE,42397,120,2945.774,10,P,0.202744,-0.16741,0.9,0.202744,0.328767123
SPX,CBOE,42397,120,3764.045,15,C,0.102401,0.009362,1.15,0.102401,0.328767123
SPX,CBOE,42397,120,2782.12,15,P,0.228426,-0.095722,0.85,0.228426,0.328767123
SPX,CBOE,42397,120,3927.699,20,C,0.103826,0.001211,1.2,0.103826,0.328767123
SPX,CBOE,42397,120,2618.466,20,P,0.252564,-0.053341,0.8,0.252564,0.328767123
SPX,CBOE,42396,30,3278.589,0,C,0.138945,0.507945,1,0.0694725,0.082191781
SPX,CBOE,42396,30,3278.589,0,P,0.142397,-0.491857,1,0.0711985,0.082191781
SPX,CBOE,42396,30,3442.518,5,C,0.094289,0.036615,1.05,0.094289,0.082191781
SPX,CBOE,42396,30,3114.66,5,P,0.194041,-0.171091,0.95,0.194041,0.082191781
SPX,CBOE,42396,30,3606.448,10,C,0.099177,0.000422,1.1,0.099177,0.082191781
SPX,CBOE,42396,30,2950.73,10,P,0.235338,-0.055318,0.9,0.235338,0.082191781
SPX,CBOE,42396,30,3770.377,15,C,0.099177,0,1.15,0.099177,0.082191781
SPX,CBOE,42396,30,2786.801,15,P,0.278031,-0.01882,0.85,0.278031,0.082191781
SPX,CBOE,42396,30,3934.307,20,C,0.099177,0,1.2,0.099177,0.082191781
SPX,CBOE,42396,30,2622.871,20,P,0.325455,-0.00738,0.8,0.325455,0.082191781
SPX,CBOE,42396,60,3278.85,0,C,0.141673,0.511456,1,0.0708365,0.164383562
SPX,CBOE,42396,60,3278.85,0,P,0.143636,-0.488385,1,0.071818,0.164383562
SPX,CBOE,42396,60,3442.792,5,C,0.102964,0.125513,1.05,0.102964,0.164383562
SPX,CBOE,42396,60,3114.907,5,P,0.184911,-0.235251,0.95,0.184911,0.164383562
SPX,CBOE,42396,60,3606.735,10,C,0.102336,0.011412,1.1,0.102336,0.164383562
SPX,CBOE,42396,60,2950.965,10,P,0.219903,-0.110041,0.9,0.219903,0.164383562
SPX,CBOE,42396,60,3770.677,15,C,0.103815,0.000484,1.15,0.103815,0.164383562
SPX,CBOE,42396,60,2787.022,15,P,0.252117,-0.050396,0.85,0.252117,0.164383562
SPX,CBOE,42396,60,3934.62,20,C,0.103815,0.000008,1.2,0.103815,0.164383562
SPX,CBOE,42396,60,2623.08,20,P,0.285825,-0.023656,0.8,0.285825,0.164383562
SPX,CBOE,42396,90,3278.873,0,C,0.142619,0.514124,1,0.0713095,0.246575342
SPX,CBOE,42396,90,3278.873,0,P,0.141533,-0.485984,1,0.0707665,0.246575342
SPX,CBOE,42396,90,3442.817,5,C,0.107418,0.187262,1.05,0.107418,0.246575342
SPX,CBOE,42396,90,3114.929,5,P,0.177593,-0.265742,0.95,0.177593,0.246575342
SPX,CBOE,42396,90,3606.76,10,C,0.099766,0.028774,1.1,0.099766,0.246575342
SPX,CBOE,42396,90,2950.986,10,P,0.209171,-0.14314,0.9,0.209171,0.246575342
SPX,CBOE,42396,90,3770.704,15,C,0.104915,0.003946,1.15,0.104915,0.246575342
SPX,CBOE,42396,90,2787.042,15,P,0.237351,-0.075239,0.85,0.237351,0.246575342
SPX,CBOE,42396,90,3934.648,20,C,0.104915,0.000257,1.2,0.104915,0.246575342
SPX,CBOE,42396,90,2623.098,20,P,0.264778,-0.038957,0.8,0.264778,0.246575342
SPX,CBOE,42396,120,3278.845,0,C,0.141261,0.516152,1,0.0706305,0.328767123
SPX,CBOE,42396,120,3278.845,0,P,0.142451,-0.483712,1,0.0712255,0.328767123
SPX,CBOE,42396,120,3442.788,5,C,0.1108,0.2308,1.05,0.1108,0.328767123
SPX,CBOE,42396,120,3114.903,5,P,0.174271,-0.28662,0.95,0.174271,0.328767123
SPX,CBOE,42396,120,3606.73,10,C,0.099418,0.050142,1.1,0.099418,0.328767123
SPX,CBOE,42396,120,2950.961,10,P,0.203018,-0.167696,0.9,0.203018,0.328767123
SPX,CBOE,42396,120,3770.672,15,C,0.102747,0.009568,1.15,0.102747,0.328767123
SPX,CBOE,42396,120,2787.019,15,P,0.228612,-0.095884,0.85,0.228612,0.328767123
SPX,CBOE,42396,120,3934.615,20,C,0.103645,0.00119,1.2,0.103645,0.328767123
SPX,CBOE,42396,120,2623.076,20,P,0.252553,-0.053334,0.8,0.252553,0.328767123
SPX,CBOE,42395,30,3239.732,0,C,0.159003,0.509092,1,0.0795015,0.082191781
SPX,CBOE,42395,30,3239.732,0,P,0.159089,-0.490903,1,0.0795445,0.082191781
SPX,CBOE,42395,30,3401.718,5,C,0.100255,0.046174,1.05,0.100255,0.082191781
SPX,CBOE,42395,30,3077.745,5,P,0.210368,-0.189257,0.95,0.210368,0.082191781
SPX,CBOE,42395,30,3563.705,10,C,0.097663,0.000349,1.1,0.097663,0.082191781
SPX,CBOE,42395,30,2915.759,10,P,0.251499,-0.067156,0.9,0.251499,0.082191781
SPX,CBOE,42395,30,3725.691,15,C,0.097663,0,1.15,0.097663,0.082191781
SPX,CBOE,42395,30,2753.772,15,P,0.29547,-0.024944,0.85,0.29547,0.082191781
SPX,CBOE,42395,30,3887.678,20,C,0.097663,0,1.2,0.097663,0.082191781
SPX,CBOE,42395,30,2591.785,20,P,0.342885,-0.010194,0.8,0.342885,0.082191781
SPX,CBOE,42395,60,3239.605,0,C,0.157665,0.512701,1,0.0788325,0.164383562
SPX,CBOE,42395,60,3239.605,0,P,0.157292,-0.487329,1,0.078646,0.164383562
SPX,CBOE,42395,60,3401.585,5,C,0.111841,0.146062,1.05,0.111841,0.164383562
SPX,CBOE,42395,60,3077.625,5,P,0.198968,-0.249494,0.95,0.198968,0.164383562
SPX,CBOE,42395,60,3563.566,10,C,0.104945,0.013246,1.1,0.104945,0.164383562
SPX,CBOE,42395,60,2915.645,10,P,0.233002,-0.122527,0.9,0.233002,0.164383562
SPX,CBOE,42395,60,3725.546,15,C,0.10547,0.000583,1.15,0.10547,0.164383562
SPX,CBOE,42395,60,2753.665,15,P,0.264654,-0.05842,0.85,0.264654,0.164383562
SPX,CBOE,42395,60,3887.526,20,C,0.10547,0.000011,1.2,0.10547,0.164383562
SPX,CBOE,42395,60,2591.684,20,P,0.298928,-0.028606,0.8,0.298928,0.164383562
SPX,CBOE,42395,90,3239.836,0,C,0.154758,0.515325,1,0.077379,0.246575342
SPX,CBOE,42395,90,3239.836,0,P,0.152149,-0.484933,1,0.0760745,0.246575342
SPX,CBOE,42395,90,3401.827,5,C,0.115492,0.205515,1.05,0.115492,0.246575342
SPX,CBOE,42395,90,3077.844,5,P,0.188668,-0.27614,0.95,0.188668,0.246575342
SPX,CBOE,42395,90,3563.819,10,C,0.102012,0.031712,1.1,0.102012,0.246575342
SPX,CBOE,42395,90,2915.852,10,P,0.219294,-0.15339,0.9,0.219294,0.246575342
SPX,CBOE,42395,90,3725.811,15,C,0.10493,0.00395,1.15,0.10493,0.246575342
SPX,CBOE,42395,90,2753.86,15,P,0.246747,-0.082619,0.85,0.246747,0.246575342
SPX,CBOE,42395,90,3887.803,20,C,0.10493,0.000257,1.2,0.10493,0.246575342
SPX,CBOE,42395,90,2591.869,20,P,0.273931,-0.043773,0.8,0.273931,0.246575342
SPX,CBOE,42395,120,3239.978,0,C,0.151896,0.517367,1,0.075948,0.328767123
SPX,CBOE,42395,120,3239.978,0,P,0.152107,-0.482609,1,0.0760535,0.328767123
SPX,CBOE,42395,120,3401.977,5,C,0.118322,0.246599,1.05,0.118322,0.328767123
SPX,CBOE,42395,120,3077.979,5,P,0.184194,-0.295124,0.95,0.184194,0.328767123
SPX,CBOE,42395,120,3563.976,10,C,0.102461,0.055586,1.1,0.102461,0.328767123
SPX,CBOE,42395,120,2915.98,10,P,0.212086,-0.176908,0.9,0.212086,0.328767123
SPX,CBOE,42395,120,3725.975,15,C,0.104682,0.010767,1.15,0.104682,0.328767123
SPX,CBOE,42395,120,2753.982,15,P,0.237046,-0.103174,0.85,0.237046,0.328767123
SPX,CBOE,42395,120,3887.974,20,C,0.105359,0.001405,1.2,0.105359,0.328767123
SPX,CBOE,42395,120,2591.983,20,P,0.260251,-0.05821,0.8,0.260251,0.328767123
SPX,CBOE,42392,30,3293.763,0,C,0.12343,0.507058,1,0.061715,0.082191781
SPX,CBOE,42392,30,3293.763,0,P,0.124331,-0.49289,1,0.0621655,0.082191781
SPX,CBOE,42392,30,3458.451,5,C,0.079007,0.016068,1.05,0.079007,0.082191781
SPX,CBOE,42392,30,3129.075,5,P,0.1776,-0.150834,0.95,0.1776,0.082191781
SPX,CBOE,42392,30,3623.139,10,C,0.085378,0.000052,1.1,0.085378,0.082191781
SPX,CBOE,42392,30,2964.386,10,P,0.220331,-0.044608,0.9,0.220331,0.082191781
SPX,CBOE,42392,30,3787.827,15,C,0.085378,0,1.15,0.085378,0.082191781
SPX,CBOE,42392,30,2799.698,15,P,0.264752,-0.014661,0.85,0.264752,0.082191781
SPX,CBOE,42392,30,3952.516,20,C,0.085378,0,1.2,0.085378,0.082191781
SPX,CBOE,42392,30,2635.01,20,P,0.310933,-0.00542,0.8,0.310933,0.082191781
SPX,CBOE,42392,60,3293.719,0,C,0.131691,0.510649,1,0.0658455,0.164383562
SPX,CBOE,42392,60,3293.719,0,P,0.131831,-0.48934,1,0.0659155,0.164383562
SPX,CBOE,42392,60,3458.404,5,C,0.093371,0.102061,1.05,0.093371,0.164383562
SPX,CBOE,42392,60,3129.032,5,P,0.1732,-0.221972,0.95,0.1732,0.164383562
SPX,CBOE,42392,60,3623.09,10,C,0.093455,0.006272,1.1,0.093455,0.164383562
SPX,CBOE,42392,60,2964.347,10,P,0.207856,-0.098117,0.9,0.207856,0.164383562
SPX,CBOE,42392,60,3787.776,15,C,0.093455,0.000121,1.15,0.093455,0.164383562
SPX,CBOE,42392,60,2799.661,15,P,0.241184,-0.043552,0.85,0.241184,0.164383562
SPX,CBOE,42392,60,3952.462,20,C,0.093455,0.000001,1.2,0.093455,0.164383562
SPX,CBOE,42392,60,2634.975,20,P,0.276602,-0.020387,0.8,0.276602,0.164383562
SPX,CBOE,42392,90,3294.101,0,C,0.134426,0.513312,1,0.067213,0.246575342
SPX,CBOE,42392,90,3294.101,0,P,0.13217,-0.486911,1,0.066085,0.246575342
SPX,CBOE,42392,90,3458.806,5,C,0.100193,0.169591,1.05,0.100193,0.246575342
SPX,CBOE,42392,90,3129.396,5,P,0.168516,-0.256293,0.95,0.168516,0.246575342
SPX,CBOE,42392,90,3623.511,10,C,0.094353,0.022171,1.1,0.094353,0.246575342
SPX,CBOE,42392,90,2964.691,10,P,0.19952,-0.132857,0.9,0.19952,0.246575342
SPX,CBOE,42392,90,3788.216,15,C,0.097261,0.002054,1.15,0.097261,0.246575342
SPX,CBOE,42392,90,2799.986,15,P,0.227538,-0.067473,0.85,0.227538,0.246575342
SPX,CBOE,42392,90,3952.921,20,C,0.097261,0.000088,1.2,0.097261,0.246575342
SPX,CBOE,42392,90,2635.281,20,P,0.255849,-0.034385,0.8,0.255849,0.246575342
SPX,CBOE,42392,120,3294.25,0,C,0.135599,0.515505,1,0.0677995,0.328767123
SPX,CBOE,42392,120,3294.25,0,P,0.135197,-0.484541,1,0.0675985,0.328767123
SPX,CBOE,42392,120,3458.962,5,C,0.105477,0.218729,1.05,0.105477,0.328767123
SPX,CBOE,42392,120,3129.537,5,P,0.167263,-0.28002,0.95,0.167263,0.328767123
SPX,CBOE,42392,120,3623.675,10,C,0.095391,0.043153,1.1,0.095391,0.328767123
SPX,CBOE,42392,120,2964.824,10,P,0.19558,-0.159722,0.9,0.19558,0.328767123
SPX,CBOE,42392,120,3788.387,15,C,0.099126,0.007538,1.15,0.099126,0.328767123
SPX,CBOE,42392,120,2800.112,15,P,0.220735,-0.088933,0.85,0.220735,0.328767123
SPX,CBOE,42392,120,3953.1,20,C,0.099423,0.000763,1.2,0.099423,0.328767123
SPX,CBOE,42392,120,2635.4,20,P,0.244396,-0.048212,0.8,0.244396,0.328767123
SPX,CBOE,42391,30,3326.28,0,C,0.105507,0.506033,1,0.0527535,0.082191781
SPX,CBOE,42391,30,3326.28,0,P,0.106776,-0.493894,1,0.053388,0.082191781
SPX,CBOE,42391,30,3492.593,5,C,0.078347,0.01535,1.05,0.078347,0.082191781
SPX,CBOE,42391,30,3159.966,5,P,0.163203,-0.131427,0.95,0.163203,0.082191781
SPX,CBOE,42391,30,3658.907,10,C,0.08036,0.000018,1.1,0.08036,0.082191781
SPX,CBOE,42391,30,2993.652,10,P,0.209915,-0.037471,0.9,0.209915,0.082191781
SPX,CBOE,42391,30,3825.221,15,C,0.08036,0,1.15,0.08036,0.082191781
SPX,CBOE,42391,30,2827.338,15,P,0.25707,-0.012481,0.85,0.25707,0.082191781
SPX,CBOE,42391,30,3991.536,20,C,0.08036,0,1.2,0.08036,0.082191781
SPX,CBOE,42391,30,2661.024,20,P,0.305089,-0.004731,0.8,0.305089,0.082191781
SPX,CBOE,42391,60,3326.143,0,C,0.117888,0.509533,1,0.058944,0.164383562
SPX,CBOE,42391,60,3326.143,0,P,0.11778,-0.490476,1,0.05889,0.164383562
SPX,CBOE,42391,60,3492.45,5,C,0.088225,0.089133,1.05,0.088225,0.164383562
SPX,CBOE,42391,60,3159.836,5,P,0.160297,-0.205615,0.95,0.160297,0.164383562
SPX,CBOE,42391,60,3658.758,10,C,0.094906,0.006991,1.1,0.094906,0.164383562
SPX,CBOE,42391,60,2993.529,10,P,0.196585,-0.086638,0.9,0.196585,0.164383562
SPX,CBOE,42391,60,3825.064,15,C,0.094906,0.000151,1.15,0.094906,0.164383562
SPX,CBOE,42391,60,2827.222,15,P,0.231339,-0.03757,0.85,0.231339,0.164383562
SPX,CBOE,42391,60,3991.372,20,C,0.094906,0.000001,1.2,0.094906,0.164383562
SPX,CBOE,42391,60,2660.915,20,P,0.267768,-0.017443,0.8,0.267768,0.164383562
SPX,CBOE,42391,90,3326.57,0,C,0.122753,0.512157,1,0.0613765,0.246575342
SPX,CBOE,42391,90,3326.57,0,P,0.120795,-0.488037,1,0.0603975,0.246575342
SPX,CBOE,42391,90,3492.898,5,C,0.09367,0.152516,1.05,0.09367,0.246575342
SPX,CBOE,42391,90,3160.241,5,P,0.157407,-0.243427,0.95,0.157407,0.246575342
SPX,CBOE,42391,90,3659.227,10,C,0.092957,0.020589,1.1,0.092957,0.246575342
SPX,CBOE,42391,90,2993.913,10,P,0.189818,-0.122023,0.9,0.189818,0.246575342
SPX,CBOE,42391,90,3825.555,15,C,0.096115,0.001839,1.15,0.096115,0.246575342
SPX,CBOE,42391,90,2827.584,15,P,0.219016,-0.060723,0.85,0.219016,0.246575342
SPX,CBOE,42391,90,3991.884,20,C,0.096115,0.000073,1.2,0.096115,0.246575342
SPX,CBOE,42391,90,2661.256,20,P,0.248078,-0.030533,0.8,0.248078,0.246575342
SPX,CBOE,42391,120,3326.76,0,C,0.126198,0.514431,1,0.063099,0.328767123
SPX,CBOE,42391,120,3326.76,0,P,0.126022,-0.48559,1,0.063011,0.328767123
SPX,CBOE,42391,120,3493.098,5,C,0.098973,0.20288,1.05,0.098973,0.328767123
SPX,CBOE,42391,120,3160.422,5,P,0.15805,-0.270494,0.95,0.15805,0.328767123
SPX,CBOE,42391,120,3659.436,10,C,0.093044,0.039218,1.1,0.093044,0.328767123
SPX,CBOE,42391,120,2994.084,10,P,0.187295,-0.150385,0.9,0.187295,0.328767123
SPX,CBOE,42391,120,3825.774,15,C,0.097218,0.006581,1.15,0.097218,0.328767123
SPX,CBOE,42391,120,2827.746,15,P,0.21331,-0.082277,0.85,0.21331,0.328767123
SPX,CBOE,42391,120,3992.113,20,C,0.097218,0.000592,1.2,0.097218,0.328767123
SPX,CBOE,42391,120,2661.408,20,P,0.237708,-0.044067,0.8,0.237708,0.328767123
SPX,CBOE,42390,30,3320.039,0,C,0.108433,0.506201,1,0.0542165,0.082191781
SPX,CBOE,42390,30,3320.039,0,P,0.106822,-0.493891,1,0.053411,0.082191781
SPX,CBOE,42390,30,3486.041,5,C,0.079662,0.016798,1.05,0.079662,0.082191781
SPX,CBOE,42390,30,3154.037,5,P,0.163085,-0.131263,0.95,0.163085,0.082191781
SPX,CBOE,42390,30,3652.043,10,C,0.081904,0.000026,1.1,0.081904,0.082191781
SPX,CBOE,42390,30,2988.035,10,P,0.21039,-0.037789,0.9,0.21039,0.082191781
SPX,CBOE,42390,30,3818.045,15,C,0.081904,0,1.15,0.081904,0.082191781
SPX,CBOE,42390,30,2822.033,15,P,0.256646,-0.012365,0.85,0.256646,0.082191781
SPX,CBOE,42390,30,3984.047,20,C,0.081904,0,1.2,0.081904,0.082191781
SPX,CBOE,42390,30,2656.031,20,P,0.303539,-0.004557,0.8,0.303539,0.082191781
